gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
mens,2022-03-13,0,1.0,0.011684497061,0.001591685803,0.000255964427,3.5838662e-05,5.628589e-06,9.60438e-07,1,1,2247,Georgia State,73.48,West,16,2
mens,2022-03-13,0,1.0,0.03560685004,0.004657184849,0.000620353729,6.1828015e-05,4.590426e-06,5.34639e-07,1,1,2450,Norfolk State,71.42,East,16,34
mens,2022-03-13,1,0.639565910783,0.018687936204,0.003190761026,0.000335814476,3.6779107e-05,4.305239e-06,4.57765e-07,0,1,2640,Texas Southern,70.37,Midwest,16a,66
mens,2022-03-13,0,1.0,0.029084187376,0.003116932561,0.000425156862,2.9294007e-05,2.91389e-06,3.23418e-07,1,1,2239,Cal State Fullerton,71.79,West,15,30
mens,2022-03-13,1,0.313978199934,0.008237327769,0.001467775778,0.000158914628,1.9407094e-05,2.49458e-06,2.80285e-07,0,1,2803,Bryant,71.56,South,16b,99
mens,2022-03-13,1,0.360434089217,0.006639069774,0.000758548265,5.4578024e-05,4.121575e-06,3.30026e-07,2.4292e-08,0,1,357,Texas A&M-Corpus Christi,67.32,Midwest,16b,67
womens,2022-03-13,0,1.0,0.999620206574,0.982841734146,0.924428210293,0.838878135086,0.6616146759,0.459909229188,1,1,2579,South Carolina,106.35,Greensboro,1,0
womens,2022-03-13,0,1.0,0.997547626667,0.969794374827,0.83860945907,0.683601378821,0.365003019748,0.156386038558,1,1,24,Stanford,101.82,Spokane,1,96
womens,2022-03-13,0,1.0,0.996763479798,0.970794782826,0.889400113233,0.556508129747,0.337299809089,0.153708521843,1,1,152,North Carolina State,101.77,Bridgeport,1,64
womens,2022-03-13,0,1.0,0.990174953072,0.916207541514,0.747380766646,0.367941999151,0.181459802989,0.064621494824,1,1,41,Connecticut,98.34,Bridgeport,2,92
womens,2022-03-13,0,1.0,0.996292758022,0.909487529551,0.722624241872,0.416241159639,0.130057009497,0.059937854872,1,1,97,Louisville,97.66,Wichita,1,32
womens,2022-03-13,0,1.0,0.996224750336,0.898149240651,0.68724245446,0.395979098331,0.111409223307,0.047096513986,1,1,239,Baylor,97.14,Wichita,2,60
womens,2022-03-13,0,1.0,0.986588697364,0.89237847717,0.663750131835,0.192887011735,0.065568875939,0.017633382969,1,1,251,Texas,94.68,Spokane,2,124
womens,2022-03-13,0,1.0,0.972356784198,0.854008561613,0.509089675472,0.072466312052,0.035048326131,0.013269290654,1,1,2294,Iowa,93.47,Greensboro,2,28
womens,2022-03-13,0,1.0,0.971168675025,0.819142201505,0.393219677178,0.046275815523,0.02038179782,0.0069513232,1,1,66,Iowa State,91.85,Greensboro,3,20
womens,2022-03-13,0,1.0,0.980352791497,0.743493092534,0.204347744411,0.069631498445,0.011680401565,0.003195270663,1,1,130,Michigan,90.11,Wichita,3,52
womens,2022-03-13,0,1.0,0.934307398925,0.646458067775,0.103089170302,0.049545164963,0.013613507385,0.002976462176,1,1,120,Maryland,91.31,Spokane,4,108
womens,2022-03-13,0,1.0,0.944483459974,0.676448413745,0.1590180229,0.037775711716,0.01260483603,0.002914161035,1,1,84,Indiana,91.07,Bridgeport,3,84
womens,2022-03-13,0,1.0,0.769012087918,0.36288266508,0.043785798903,0.026229652821,0.009625641781,0.002696828622,1,1,153,North Carolina,90.84,Greensboro,5,8
womens,2022-03-13,0,1.0,0.870092429927,0.642592889155,0.15932977198,0.050456269927,0.007212888578,0.001717007323,1,1,2633,Tennessee,89.09,Wichita,4,44
womens,2022-03-13,0,1.0,0.780871262971,0.301251821132,0.044641917278,0.020596818035,0.005401163772,0.001132943669,1,1,259,Virginia Tech,89.96,Spokane,5,104
womens,2022-03-13,0,1.0,0.867318864984,0.489483531688,0.154393947761,0.024786515652,0.004974068046,0.000800846118,1,1,99,Louisiana State,88.08,Spokane,3,116
